Name,IconSWF,IconExportName,UnitRenderSWF,Rarity,Tribe,IsInUse,SpecialModeOnly,ManaCost,IsHeroUnit,CharacterKeywords,BoardJumpMoveAnimLenStart,BoardJumpMoveAnimLenInAir,BoardJumpMoveAnimLenLanding,BoardJumpMoveAnimRotate,BoardColumnDamageMultiplier,BoardBackStabDamageInc,BoardBackStabCellNum,DeployTime,CanMove,Hitpoints,HitSpeed,Armor,Damage,LifeTime,BuffOnDamage,BuffOnDamageTime,BuffOnDamageRate,BuffOnMove,BuffOnMoveTime,BuffOnFullHealth,BuffOnLastAlive,BuffOnLastAliveTime,MaxEnergy,AutoGainedEnergyPerSecond,AutoGainedEnergyFrequency,EnergyStartup,EnergyGainedOnAttack,EnergyGainedOnTakeDamage,EnergyGainedDamageCap,EnergyGainedOnCriticalHit,StartingBuff,StartingBuffTime,StartingBuffExtraStacks,StartingBuffTagMatch,ExtraStartingBuffs,ExtraStartingBuffsTime,SpawnEffect,DeploySound,IgnorePushback,ManaReward,CollisionRadius,HealthBarOffsetZ,FloatTextOffsetY,SpawnRadius,TakeDamageEffect,ProjectileStartRadius,ProjectileStartZ,TID,SkillTitle,SkillDesc,DefaultSkillIcon,PercentageDamage,HasRotationOnTimeline,ProjectileYOffset,ShieldHitpoints,ShieldDiePushback,ShieldLostEffect,IgnoreTargetsWithBuff,DeprioritizeTargetsWithBuff,ChessTag,TransformUnit,TransformByRow,TransformRowMin,TransformRowMax,DefaultSkin,CriticalHitRate,CriticalHitMulti,CriticalHitInc,BattleTaskData,PerStarMod,PerStarHitpoints,PerStarHitSpeed,PerStarEnergyStartup,PerStarDamage,PerStarScale,UpgradeModifier1,UpgradeModifier2,UpgradeModifier3,ModifierLevel1,ModifierLevel2,ModifierLevel3,AttackAbility,AttackAbility2,AttackAbilityRate,StartupAbility,Ability1,DeathAbility,NotCountForWinCondition,NoKOState,IsBuilding,StarCost,FacingEnemyByDefault
GiantSkeletonB1,sc/ui_icons.sc,giantskeleton,sc/ui_cards.sc,Rare,,TRUE,FALSE,3,FALSE,,50,450,400,50,,0,0,1000,TRUE,14,300,0,1,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,0,0,TID_BCHARACTER_GIANTSKELETON,TID_SKILL_TITLE_GIANTSKELETON,TID_SKILL_GIANTSKELETON,skeleton_giant_00,,,0,0,,,,,,,FALSE,0,0,GiantSkeletonlv1,0,100,1,,,2,100,0,0,0,GiantSkeleton_Mod,GiantSkeleton_B,GiantSkeleton_A,2,3,4,giantSkeleton_attack,,,,,giantSkeletonDeath_special,FALSE,FALSE,FALSE,0,TRUE
LumberjackB1,sc/ui_icons.sc,lumberjack,sc/ui_cards.sc,Legendary,,TRUE,FALSE,2,FALSE,,50,450,50,50,,0,0,1000,TRUE,8,650,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_LUMBERJACK,TID_SKILL_TITLE_LUMBERJACK,TID_SKILL_LUMBERJACK,lumberjack_00,,,0,0,,,,,,,FALSE,0,0,Lumberjacklv1,0,100,1,,,2,100,0,0,0,Lumberjack_Duration,Lumberjack_Mod,Lumberjack_B,2,3,4,lumberjack_attack,,,,,lumberjackdeath_potion,FALSE,FALSE,FALSE,0,TRUE
SwordsmanB1,sc/ui_icons.sc,swordsman,sc/ui_cards.sc,Rare,,TRUE,FALSE,3,FALSE,,50,450,50,50,,0,0,1000,TRUE,11,750,0,1,0,,0,0,,0,,,,6,0,0,0,1,1,0,0,,0,0,,,,,,FALSE,0,1300,3000,35,,,0,0,TID_BCHARACTER_MASTER,TID_SKILL_TITLE_SWORDSMAN,TID_SKILL_SWORDSMAN,swordsman_00,,,0,0,,,,,,,FALSE,0,0,Swordsmanlv1,0,100,1,,,2,150,0,0,0,Swordsman_Mod,Swordsman_A,Swordsman_E,2,3,4,swordsman_attack,,,,swordsman_special,,FALSE,FALSE,FALSE,0,TRUE
MiniPekkaB1,sc/ui_icons.sc,minipekka,sc/ui_cards.sc,Rare,,TRUE,FALSE,3,FALSE,,0,500,0,50,,0,0,1000,TRUE,11,500,0,2,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,0,0,TID_BCHARACTER_MINIPEKKA,TID_SKILL_TITLE_MINIPEKKA,TID_SKILL_MINIPEKKA,mini_pekka_05,,,0,0,,,,,,,FALSE,0,0,MiniPekkalv1,30,200,0,,,2,100,0,0,0,MiniPekka_3X,MiniPekka_StunSync,MiniPekka_A,2,3,4,minipekka_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
BlowdartGoblinB1,sc/ui_icons.sc,blowdartgoblin,sc/ui_cards.sc,Common,,TRUE,FALSE,3,FALSE,,50,450,50,50,,0,0,1000,TRUE,8,650,0,1,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1200,3000,-20,,,1200,1600,TID_BCHARACTER_BLOWDART_GOBLIN,TID_SKILL_TITLE_BLOWDART_GOBLIN,TID_SKILL_BLOWDART_GOBLIN,dart_goblin_00,,,0,0,,,,,,,FALSE,0,0,Dartgoblinlv1,0,100,1,,,1,150,0,0,0,BlowdartGoblin_Mod,BlowdartGoblin_B,BlowdartGoblin_A,2,3,4,dartgoblin_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
BowlerB1,sc/ui_icons.sc,bowler,sc/ui_cards.sc,Legendary,,TRUE,FALSE,3,FALSE,,50,450,100,50,,0,0,2000,TRUE,11,450,0,2,0,,0,0,,0,,,,3,0,0,0,1,0,0,0,,0,0,,,,,,FALSE,0,1300,3000,-20,,,0,0,TID_BCHARACTER_BLOWER,TID_SKILL_TITLE_BLOWER,TID_SKILL_BLOWER,bowler_00,,,0,0,,,,,,,FALSE,0,0,Bowlerlv1,0,100,1,,,2,100,0,0,0,Bowler_Damage,Bowler_Stun,Bowler_Mod,2,3,4,bowler_attack,,,,bowler_special,,FALSE,FALSE,FALSE,0,TRUE
PrinceB1,sc/ui_icons.sc,prince,sc/ui_cards.sc,Legendary,,TRUE,FALSE,4,FALSE,,50,450,50,50,,0,0,1500,TRUE,14,500,0,2,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,,0,0,,,,,,FALSE,0,1000,3500,35,,,450,450,TID_BCHARACTER_PRINCE,TID_SKILL_TITLE_PRINCE,TID_SKILL_PRINCE,prince_00,,,0,0,,,,,,,FALSE,0,0,Princelv1,0,100,1,,,3,200,0,0,0,Prince_Mod,Prince_E,Prince_B,2,3,4,prince_attack,,,prince_prebattle_rush,,,FALSE,FALSE,FALSE,0,TRUE
PrincePony,sc/ui_icons.sc,prince,sc/ui_cards.sc,Legendary,,TRUE,FALSE,0,FALSE,,50,450,50,50,,0,0,1000,TRUE,10,500,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_PRINCEPONY,TID_SKILL_TITLE_PRINCEPONY,TID_SKILL_PRINCEPONY,prince_03,,,0,0,,,,,,,FALSE,0,0,Prince_Ponylv1,0,100,1,,,0,0,0,0,0,,,,0,0,0,prince_horse_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
AngelB1,sc/ui_icons.sc,healingranger,sc/ui_cards.sc,Rare,,TRUE,FALSE,3,FALSE,,50,450,50,50,,0,0,1000,TRUE,8,700,0,1,0,,0,0,,0,,,,4,0,0,0,1,0,0,1,,0,0,,,,,,FALSE,0,1200,3000,35,,,450,450,TID_BCHARACTER_ANGEL,TID_SKILL_TITLE_ANGEL,TID_SKILL_ANGEL,healing_ranger_00,,,0,0,,,,,,,FALSE,0,0,HealingRangerlv1,0,100,1,,,1,150,0,0,0,Angel_Mod,Angel_A,Angel_B,2,3,4,angel_attack,,,,healingranger_special,,FALSE,FALSE,FALSE,0,TRUE
PekkaB1,sc/ui_icons.sc,pekka,sc/ui_cards.sc,Rare,,TRUE,FALSE,4,FALSE,,200,400,600,50,,0,0,1000,TRUE,14,300,0,4,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,4500,35,,,0,0,TID_BCHARACTER_PEKKA,TID_SKILL_TITLE_PEKKA,TID_SKILL_PEKKA,pekka_00,,,0,0,,,,,,,FALSE,0,0,Pekkalv1,50,200,0,,,5,50,0,0,0,Pekka_E,Pekka_F,Pekka_Mod,2,3,4,pekka_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
ValkyrieB1,sc/ui_icons.sc,valkyrie,sc/ui_cards.sc,Legendary,,TRUE,FALSE,3,FALSE,,50,450,50,50,,0,0,500,TRUE,12,400,0,2,0,,0,0,,0,,,,0,0,0,0,1,0,0,1,,0,0,,,,,,FALSE,0,1300,3000,35,,,450,450,TID_BCHARACTER_VALKYRIE,TID_SKILL_TITLE_VALKYRIE,TID_SKILL_VALKYRIE,valkyrie_00,,,0,0,,,,,,,FALSE,0,0,Valkyrielv1,0,100,1,,,3,100,0,0,0,Valkyrie_Mod,Valkyrie_B,Valkyrie_C,2,3,4,valkyrie_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
EliteArcherB1,sc/ui_icons.sc,magicarcher,sc/ui_cards.sc,Legendary,,TRUE,FALSE,4,FALSE,,50,450,50,50,,0,0,1000,TRUE,9,550,0,2,0,,0,0,,0,,,,0,0,0,0,1,0,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,800,500,TID_BCHARACTER_MAGIC_ARCHER,TID_SKILL_TITLE_MAGIC_ARCHER,TID_SKILL_MAGIC_ARCHER,magic_archer_00,,,0,0,,,,,,,FALSE,0,0,EliteArcherlv1,0,100,1,,,2,150,0,0,0,EliteArcher_AoEStack,EliteArcher_A,EliteArcher_Execution,2,3,4,eliteArcher_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
BattleHealerB1,sc/ui_icons.sc,battlehealer,sc/ui_cards.sc,Rare,,TRUE,FALSE,4,FALSE,,50,450,50,50,,0,0,1000,TRUE,13,650,0,1,0,,0,0,,0,,,,4,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1200,3000,35,,,450,450,TID_BCHARACTER_BATTLEHEALER,TID_SKILL_TITLE_BATTLEHEALER,TID_SKILL_BATTLEHEALER,battle_healer_00,,,0,0,,,,,,,FALSE,0,0,Battlehealerlv1,0,100,1,,,2,200,0,0,0,BattleHealer_Mod,BattleHealer_A,BattleHealer_C,2,3,4,battlehealer_attack,,,,battlehealer_special,,FALSE,FALSE,FALSE,0,TRUE
MegaKnightB1,sc/ui_icons.sc,megaknight,sc/ui_cards.sc,Legendary,,TRUE,FALSE,4,FALSE,,50,450,100,50,,0,0,1500,TRUE,20,500,0,1,0,,0,0,,0,,,,9,0,0,0,1,1,0,4,,0,0,,,,,,FALSE,0,1000,4500,35,,,450,450,TID_BCHARACTER_MEGA_KNIGHT,TID_SKILL_TITLE_MEGA_KNIGHT,TID_SKILL_MEGA_KNIGHT,mega_knight_00,,,0,0,,,,,,,FALSE,0,0,MegaKnightlv1,0,100,1,,,7,100,0,0,0,MegaKnight_Mod,MegaKnight_A,MegaKnight_B,2,3,4,megaknight_attack,,,,megaKnight_dash,,FALSE,FALSE,FALSE,0,TRUE
ElectroWizardB1,sc/ui_icons.sc,electrowizard,sc/ui_cards.sc,Legendary,,TRUE,FALSE,4,FALSE,,50,450,50,50,,0,0,1000,TRUE,8,700,0,1,0,,0,0,,0,,,,4,0,0,0,1,0,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,0,0,TID_BCHARACTER_ELECTRO_WIZARD,TID_SKILL_TITLE_ELECTRO_WIZARD,TID_SKILL_ELECTRO_WIZARD,electro_wizard_00,,,0,0,,,,,,,FALSE,0,0,ElectroWizardlv1,0,100,1,,,2,100,0,0,0,ElectroWizard_Mod,ElectroWizard_C,ElectroWizard_B,2,3,4,electroWizard_attack,,,,electroWizard_special,,FALSE,FALSE,FALSE,0,TRUE
ShieldSkeletonB1,sc/ui_icons.sc,skeletonwarrior,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,50,50,,0,0,1000,TRUE,8,600,0,1,0,,0,0,,0,,,,4,0,0,0,1,1,0,1,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_SHIELDSKELETON,TID_SKILL_TITLE_SHIELDSKELETON,TID_SKILL_SHIELDSKELETON,skeleton_guard_00,,,0,0,,,,,,,FALSE,0,0,Skeletonguardlv1,0,100,1,,,3,100,0,0,0,ShieldSkeleton_Mod,ShieldSkeleton_C,ShieldSkeleton_B,2,3,4,shieldskeleton_attack,,,,shieldskeleton_special,,FALSE,FALSE,FALSE,0,TRUE
JEFFB1,sc/ui_icons.sc,jeff,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,50,50,,0,0,1000,TRUE,3,850,0,1,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_JEFF,,,,,,0,0,,,,,,,FALSE,0,0,JEFF,0,100,1,,,0,0,0,0,0,,,,0,0,0,jeff_attack,,,,,,FALSE,FALSE,FALSE,0,TRUE
StonewallB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,300,,0,0,1000,FALSE,9,500,0,1,0,,0,0,,0,,,,8,0,0,0,1,1,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_KNIGHT,TID_SKILL_TITLE_KNIGHT,TID_SKILL_KNIGHT,,,,0,0,,,,,,,FALSE,0,0,JEFF,0,100,1,,,3,0,0,0,0,,,,0,0,0,,,,,,,FALSE,TRUE,FALSE,0,TRUE
TowerB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,300,,0,0,1000,FALSE,9,500,0,1,0,,0,0,,0,,,,8,0,0,0,1,1,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BCHARACTER_KNIGHT,TID_SKILL_TITLE_KNIGHT,TID_SKILL_KNIGHT,,,,0,0,,,,,,,FALSE,0,0,JEFF,0,100,1,,,3,0,0,0,0,,,,0,0,0,bowler_attack,,,,,,FALSE,TRUE,FALSE,0,TRUE
TrunkB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,,0,0,1000,FALSE,2,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovementUntargetable,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_TRUNK,,TID_BBUILDING_SKILL_TRUNK,,,,0,0,,,,,,,FALSE,0,0,Trunklv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,,TRUE,TRUE,FALSE,0,TRUE
BarrelB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,,0,0,1000,FALSE,2,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_BARREL,,TID_BBUILDING_SKILL_BARREL,,,,0,0,,,,,,,FALSE,0,0,Barrellv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,BarrelDeath_special,TRUE,TRUE,FALSE,0,TRUE
BombB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,,0,0,1000,FALSE,2,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_BOMB,,TID_BBUILDING_SKILL_BOMB,,,,0,0,,,,,,,FALSE,0,0,JEFF,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,giantSkeletonDeath_special,TRUE,TRUE,FALSE,0,TRUE
ElixirCollectorB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,0,FALSE,,50,450,100,0,,0,0,1000,FALSE,4,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_ELIXIRCOLLECTOR,,TID_BBUILDING_SKILL_ELIXIRCOLLECTOR,,,,0,0,,,,,,,FALSE,0,0,ElixirStoragelv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,,TRUE,FALSE,FALSE,2,FALSE
TankDummyB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,2,FALSE,,50,450,100,0,,0,0,1000,FALSE,10,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BBUILDING_PVE_DUMMY,,TID_BUILDING_SKILL_DUMMY,,,,0,0,,,,,,,FALSE,0,0,Dummylv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,,,,,,,TRUE,FALSE,FALSE,0,TRUE
StarDummyB2,,,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,10,0,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_DUMMY,,TID_BUILDING_SKILL_DUMMY,,,,0,0,,,,,,,FALSE,0,0,Dummylv1,0,100,1,HP2_turn,,0,0,0,0,0,,,,2,3,4,,,,,,,TRUE,FALSE,TRUE,1,TRUE
StarCollectorB2,sc/ui_cards.sc,icon_elixir_collector,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,13,250,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,0,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_ELIXIRCOLLECTOR,,TID_BUILDING_SKILL_ELIXIRCOLLECTOR,,,,0,0,,,,,,,FALSE,0,0,ElixirCollectorv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,Elixir_Ability,,,,,,TRUE,TRUE,TRUE,2,FALSE
StarWarDrumB2,sc/ui_cards.sc,icon_war_drum,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,0,,0,0,1000,FALSE,15,1000,0,0,0,,0,0,,0,,,,0,0,0,0,0,0,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1300,3000,35,800,,450,450,TID_BUILDING_TITLE_DRUM,,TID_BUILDING_SKILL_DRUM,,,,0,0,,,,,,,FALSE,0,0,WarDrumv1,0,100,1,,,1,50,0,0,0,,,,2,3,4,Wardrum_Startup,,,Wardrum_Startup_short,,,TRUE,TRUE,TRUE,2,FALSE
StarTrapB2,sc/ui_cards.sc,icon_bouncing_trap,sc/ui_cards.sc,Common,,TRUE,FALSE,99,FALSE,,50,450,100,300,,0,0,1000,FALSE,18,1000,0,1,0,,0,0,,0,,,,0,0,0,0,1,1,0,1,BuildingMovement,-1,0,,,,,,FALSE,0,1000,3000,35,,,450,450,TID_BUILDING_TITLE_TRAP,,TID_BUILDING_SKILL_TRAP,,,,0,0,,,,,,,FALSE,0,0,Trapv1,0,100,1,,,3,0,0,0,0,,,,0,0,0,Trap_BasicAttack,,,,,,TRUE,TRUE,TRUE,2,TRUE
